gene,log2FoldChange,pvalue_adjust
DDX3Y,-0.06489590095338964,0.9966708546557032
SP100,0.02600557662936768,0.9749143629115189
KLF6,0.2105868383956425,0.7837038041887243
PLPP1,-0.19476319604543194,0.7906942042005257
NEO1,0.26799992689854607,0.67840857886708394
TRAM1,0.18536329677275415,0.8568505736908356
TNFRSF1A,0.08591549342466234,0.9500469344357778
EVI5,-0.0064319084772493955,0.9917630942085807
PKM,0.3105681173680452,0.7407798307377572
DHX29,-0.0803977714070777,0.9492936885610805
METTL22,-0.21938563933242866,0.8160100445745075
TP53BP1,0.07110200669271305,0.9390838659310988
RRP15,0.09797169560873238,0.9452120763226788
RHOA,-0.07217927762894139,0.9435127563672966
DHX8,-0.11667789906939476,0.9076613682083158
ZFY,-0.8799622126784871,0.9241144877900038
IARS2,0.23656179505852015,0.6430886328396335
NAV3,0.12876953611695052,0.9606089587778206
ROCK1,-0.11808126205243058,0.7434285742322394
CBFB,0.037393699727295476,0.9736255757551918
PDK3,-0.0869664019076514,0.9394281954595216
HDAC4,-0.045558885697400325,0.9749143629115189
RASSF1,0.21655261888558014,0.8939237689002503
PLEKHH3,0.09444174844858458,0.9468761599951583
MEF2A,0.07002532570167161,0.9098053259133162
OTUD5,-0.027175207028256522,0.9779849451040771
TFE3,-0.09961430005558086,0.9606248289697076
ACSL4,-0.03928990120823768,0.973749271509377
INPP5A,0.055120627115854366,0.9732963468267904
GRIPAP1,0.07285036385851881,0.9567845239067494
ATP11A,0.05706753404826057,0.973749271509377
POLR1A,0.013087608683923373,0.9960558278786604
LAPTM4A,-0.30061107982557145,0.7013769105718148
TTC7A,-0.01624107653549606,0.9947248683304573
IP6K2,0.002420431185990745,0.9994503307555312
SRBD1,-0.1778751375229229,0.8282252427879652
KIF2A,0.05227761838436703,0.9518946638698358
RASGRP2,0.1736338872963627,0.7407304086584005
PSME4,-0.061650642489437434,0.9312922721202934
IFT80,-0.20412233591808765,0.6988098685291347
SIRT2,-0.11456060505292263,0.9225418904513379
ERLEC1,-0.0020988938462032135,0.9994503307555312
PPP2R5B,0.4541704603181669,0.26868731251769534
MAST4,0.03633938409340407,0.9749143629115189
ADGRF5,-0.14377393685558168,0.8282252427879652
SDK2,-0.1356490007314169,0.9494094734402163
NUP133,-0.15716739550059258,0.8728457896487712
NUCKS1,-0.16214570977927853,0.7858642987248443
VPS35,0.06612457138027532,0.9599923043745051
ABCC9,0.2115446572195491,0.8282252427879652
CLEC2D,-0.10798322148772892,0.9226154230871654
RORA,0.152983076300716,0.5123269902483253
TGFBR3,-0.11442858452741154,0.9167484869348762
ATP1B3,1.3927719969523786,0.2748114857530154
NEDD4,0.2511446680400704,0.7748291561567802
PIGB,-0.161941141518323,0.9289257743717559
MAPK6,0.06299343775074528,0.9500469344357778
GNB5,-0.030055381618842355,0.9814984313895017
RAB27A,0.25940107055486633,0.7873596053580235
UFD1,0.353936175422037,0.5534015138657513
LRP6,-0.1158856426252597,0.8616287420927664
PHRF1,0.1649386311739401,0.8888374809961573
ELP1,-0.16795128233198317,0.8282252427879652
NUCB2,-0.12231590631178167,0.9189522436092024
SPTB,0.1674134012525844,0.8845057293289523
SLC44A1,0.07084916589105558,0.9492936885610805
TMEM260,-0.15274682420763466,0.7622788088932971
SMG6,0.12994918776617773,0.8712770599827208
EXOC5,0.07607852340421631,0.9086523685952751
CLTCL1,-0.04051253004810715,0.9750865089958053
DGCR2,-0.1546119004141713,0.8634093559053503
ZXDC,0.006080926424858783,0.9957255293832147
WIPI1,0.023423540011339637,0.9851144474110755
GBA2,0.09424438177518862,0.9152750256337625
NDST1,-0.029270100995957022,0.9785122210830003
PABPC1,0.09016255145582379,0.9251892025580141
TESK2,0.33982030139158753,0.5063606643816557
CSNK2A2,-0.11226202282812524,0.9004517363217805
PTPN21,0.1839334084665038,0.8282252427879652
EIF2B3,-0.11337211924539094,0.8600948478153163
CDC42,-0.01966261732613258,0.9807854198469727
RAD18,-0.13715778249586935,0.9241144877900038
ATP2B1,-0.19390329735459935,0.8137020648775023
NCK2,-0.06620021715590585,0.9365729780883426
MAP4K4,0.12126168679899735,0.8282252427879652
MGAT4A,0.4697610245145007,0.5534015138657513
RPL31,-0.05410863989526657,0.9714790844848578
WDR1,-0.1242357034608255,0.9086523685952751
SNX13,-0.13160908774512986,0.8282252427879652
ARHGAP10,-0.16817773165497427,0.8282252427879652
RPS6KA2,-0.216339408386596,0.67840857886708394
ING3,0.03816717594034368,0.9757065804629317
VASH1,0.6048492249898675,0.4865333389287494
SEL1L,-5.004202497283275e-4,0.9994503307555312
TCF3,0.0378961149872265,0.9779849451040771
TRIB2,-0.07206874760201318,0.9559695381948624
DAZAP1,0.1920507997085087,0.8282252427879652
MBD3,-0.10051686020241832,0.9566171190512868
HLTF,-0.14354177278682617,0.9314221240394838
FAM50A,-0.05793144204655367,0.9750865089958053
CYBRD1,0.21012354972919528,0.7472146411890381
RDH11,0.06556217314794054,0.9557768548451517
PRKACA,0.002679037951385572,0.9994503307555312
ADGRL1,0.40274815053310914,0.5269572053426179
ACTN1,0.5983148320587469,0.47143503870732284
ZFYVE26,-0.06346483523734271,0.9606089587778206
EPN2,0.2867282507140736,0.4494625960032546
LIMS2,-0.13650224878757225,0.9608930039637887
ALDH3A2,0.42845043159259616,0.4381064476105019
TFRC,0.13170751992482718,0.9524246031943818
AFF4,-0.19100019883690061,0.7488007275751354
UBE2D1,-0.1505837005275892,0.8953710491701276
PALS1,-0.35990911113025714,0.48168326633448005
SMC1A,0.008246221537960995,0.9981751533679811
MARK2,0.016584937962804934,0.9869086750766644
CHFR,-0.04601434991214739,0.9749143629115189
P4HA2,0.0833550143019775,0.9492259720724602
NFATC3,-0.11722664997502061,0.7934281243254251
TRNT1,-0.03772507225268742,0.9779849451040771
ACADVL,0.16683747739875265,0.8634093559053503
FBXW11,-0.10861207242086528,0.8282252427879652
CRMP1,0.052781417827438476,0.9750685777566283
EVC,-0.24057937397286813,0.8282252427879652
NDE1,-0.14864059123052145,0.9086523685952751
IRAG1,-0.2863364686623452,0.8594752218417968
TMEM38A,-0.2888712526048491,0.7411259240359813
