gene,log2FoldChange,pvalue_adjust
AK2,-0.395348380086401,0.9999681573509325
CD38,0.7458030781573909,0.9999681573509325
FKBP4,0.28335523683635494,0.9999681573509325
KDM1A,0.2790824968759575,0.9999681573509325
RBM6,0.01999020452907955,0.9999681573509325
CAMKK1,-0.20851680405891532,0.9999681573509325
RECQL,-0.02338650530877819,0.9999681573509325
VPS50,-0.03695192404052206,0.9999681573509325
ARHGAP33,-0.19194348503962433,0.9999681573509325
NDUFAB1,-0.46537258478516347,0.9999681573509325
PDK4,-0.36360814544392805,0.9999681573509325
ZMYND10,0.09222492258697415,0.9999681573509325
ABCB5,-1.2160874461255378,0.9999681573509325
SLC25A13,-0.05667679901629389,0.9999681573509325
ST7,-0.00781813878814277,0.9999681573509325
CDC27,0.09753019617183598,0.9999681573509325
SLC4A1,-0.2663170388751069,0.9999681573509325
HCCS,0.42801594820594013,0.9999681573509325
DVL2,-0.10982728174865508,0.9999681573509325
UPF1,0.08683627297806375,0.9999681573509325
SKAP2,-0.27503845340644895,0.9999681573509325
SLC25A5,0.38260724869529456,0.9999681573509325
MCUB,0.017980090677436934,0.9999681573509325
POLR2J,0.8739650781764104,0.9999681573509325
DHX33,0.22711712795971012,0.9999681573509325
MEOX1,0.1690461217102353,0.9999681573509325
THSD7A,-0.2211122876192676,0.9999681573509325
LIG3,-0.1085853320992541,0.9999681573509325
RPAP3,0.2659786687669141,0.9999681573509325
ACSM3,1.258373584384599,0.9999681573509325
REXO5,0.7896393511085515,0.9999681573509325
CIAPIN1,-0.6646062945927621,0.9999681573509325
SPPL2B,-0.25069272495119516,0.9999681573509325
ATOSB,-0.39838840954819266,0.9999681573509325
COPZ2,-0.09952137542075737,0.9999681573509325
PRKAR2B,-0.314811114285817,0.9999681573509325
MSL3,-0.3676995689335571,0.9999681573509325
CREBBP,-0.01659110084739636,0.9999681573509325
TSPOAP1,0.24921606507899136,0.9999681573509325
GCFC2,-0.17563298380078457,0.9999681573509325
WDR54,-0.12436712976039214,0.9999681573509325
CROT,0.5129663809535245,0.9999681573509325
ABCB4,-0.10131722915973344,0.9999681573509325
KMT2E,0.03523553166626778,0.9999681573509325
RHBDD2,-0.18849265307853424,0.9999681573509325
SOX8,-0.09818789245382036,0.9999681573509325
IBTK,-0.14794876861504752,0.9999681573509325
ZNF195,0.15812603332986477,0.9999681573509325
MYCBP2,0.1179901433545055,0.9999681573509325
FBXL3,-0.3305331593155659,0.9999681573509325
ITGAL,-0.11906986292583494,0.9999681573509325
PDK2,-0.2652661649971279,0.9999681573509325
ITGA3,-0.3443808845576897,0.9999681573509325
ZFX,0.30463818256128844,0.9999681573509325
LAMP2,0.2237591179989267,0.9999681573509325
ITGA2B,0.02680924742593535,0.9999681573509325
ASB4,0.626560226068061,0.9999681573509325
GDE1,-0.05654588663032945,0.9999681573509325
REX1BD,-0.011057745242611789,0.9999681573509325
CRLF1,0.16015709188225058,0.9999681573509325
OSBPL7,0.13056912910809282,0.9999681573509325
TMEM98,0.1665292413845578,0.9999681573509325
MAP3K14,-0.15444850743312263,0.9999681573509325
ABCC8,0.4379367456312361,0.9999681573509325
CACNG3,0.5189869227974495,0.9999681573509325
TMEM132A,0.114427326303483,0.9999681573509325
AP2B1,-0.15904829258112854,0.9999681573509325
TAC1,0.33766914003147497,0.9999681573509325
ZNF263,-0.13785703382147504,0.9999681573509325
CX3CL1,0.20320352133949895,0.9999681573509325
SPATA20,-0.12525416069056364,0.9999681573509325
CACNA1G,-0.029797361214361072,0.9999681573509325
TNFRSF12A,0.14314735130098885,0.9999681573509325
MAP3K9,0.2625614393849125,0.9999681573509325
RALA,0.14313351853894934,0.9999681573509325
BAIAP2L1,-0.28553603376134934,0.9999681573509325
KDM7A,-0.2998192528387262,0.9999681573509325
ETV1,0.20380955249046961,0.9999681573509325
AGK,-0.17098910099168343,0.9999681573509325
ALDH3B1,-0.02028384338055972,0.9999681573509325
PHTF2,0.19346640490798056,0.9999681573509325
FARP2,-0.2687798172316525,0.9999681573509325
USH1C,2.070457145182527,0.9999681573509325
GGCT,-0.597365797018187,0.9999681573509325
DBF4,1.1655379607565903,0.9999681573509325
TBXA2R,0.8083986074489501,0.9999681573509325
IFRD1,0.1999567545553322,0.9999681573509325
COX10,0.09206583835943932,0.9999681573509325
